phase,k,z_m,p_pa,pii,w_m_s,dz_m,theta_k,temp_k,qv,qc,qr,qi,qs,qg,ni_per_kg,nr_per_kg,effc_m,effi_m,effs_m,refl_dbz
before,1, 2.5000000000000000E+002, 9.6923320312500000E+004, 9.9110674858093262E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 2.8755731201171875E+002, 2.8500000000000000E+002, 9.0430434793233871E-003, 4.3760161497630179E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,2, 7.5000000000000000E+002, 9.1051039062500000E+004, 9.7355687618255615E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 2.9274099731445312E+002, 2.8500000000000000E+002, 9.6353041008114815E-003, 8.1333552952855825E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,3, 1.2500000000000000E+003, 8.5534531250000000E+004, 9.5631772279739380E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 2.9801809692382812E+002, 2.8500000000000000E+002, 1.0266984812915325E-002, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,4, 1.7500000000000000E+003, 8.0352257812500000E+004, 9.3938380479812622E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.0339038085937500E+002, 2.8500000000000000E+002, 1.0940795764327049E-002, 8.1333552952855825E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,5, 2.2500000000000000E+003, 7.5483960937500000E+004, 9.2274981737136841E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.0885943603515625E+002, 2.8500000000000000E+002, 1.1659643612802029E-002, 4.3760161497630179E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,6, 2.7500000000000000E+003, 7.0910617187500000E+004, 9.0641027688980103E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.1442715454101562E+002, 2.8500000000000000E+002, 1.2426650151610374E-002, 1.5574984718114138E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,7, 3.2500000000000000E+003, 6.6614359375000000E+004, 8.9036011695861816E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.2009521484375000E+002, 2.8500000000000000E+002, 1.3245166279375553E-002, 3.6670400731964037E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,8, 3.7500000000000000E+003, 6.2578398437500000E+004, 8.7459421157836914E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.2586541748046875E+002, 2.8500000000000000E+002, 1.4118797145783901E-002, 5.7114129958790727E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,9, 4.2500000000000000E+003, 5.8786964843750000E+004, 8.5910743474960327E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.3173965454101562E+002, 2.8500000000000000E+002, 1.5051416121423244E-002, 5.8845131434281939E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
before,10, 4.7500000000000000E+003, 5.5225246093750000E+004, 8.4389489889144897E-001, 1.0000000000000000E+000, 5.0000000000000000E+002, 3.3771978759765625E+002, 2.8500000000000000E+002, 1.6047192737460136E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4900000425986946E-006, 4.9899999794433825E-006, 9.9899998531327583E-006,-3.5000000000000000E+001
